,Unnamed: 0,index,CID,Category,SubCategory,HeelHeight,Insole,Closure,Gender,Material,ToeStyle,5,4,3,2,1,Brand,Name,Color,Price
12008,12008,45002,8071998-389427,Shoes,Sneakers and Athletic Shoes,Flat,EVA;Padded,Lace up,Women,Mesh;Synthetic,,7997010-460,7896904-328629,7973703-143,7894030-158,8071998-389426,,,,
12009,12009,45005,8072009-389443,Shoes,Sneakers and Athletic Shoes,Flat,EVA;Padded,Lace up,Women,Mesh;Synthetic,,7919188-334676,8058004-20,7730557-3,8060412-383458,8071998-389427,,,,
12010,12010,45006,8072009-389445,Shoes,Sneakers and Athletic Shoes,Flat,EVA;Padded,Lace up,Women,Mesh;Synthetic,,7655334-17864,8046497-378251,7215205-720,7655085-123360,8072009-389443,,,,
12011,12011,45007,8072009-389447,Shoes,Sneakers and Athletic Shoes,Flat,EVA;Padded,Lace up,Women,Mesh;Synthetic,,7920954-20,7976682-355821,8050317-2906,7722111-40429,8072009-389445,,,,
12012,12012,45008,8072009-389449,Shoes,Sneakers and Athletic Shoes,Flat,EVA;Padded,Lace up,Women,Mesh;Synthetic,,7885702-920,8012384-240283,7969864-8769,7921712-3,8072009-389447,,,,
12013,12013,45009,8072010-389455,Shoes,Sneakers and Athletic Shoes,Flat,Moisture Wicking;Padded;Removable,Lace up,Women,,,7885702-920,7833384-305600,7956874-347803,7973563-354183,8072009-389449,,,,
12014,12014,45034,8072075-383547,Shoes,Sneakers and Athletic Shoes,Flat,Orthotic Friendly;Padded;Removable,Lace up,Women,Mesh,,7885702-920,7754737-374301,7878420-337314,7655783-385267,8072010-389455,,,,
12015,12015,45038,8072131-158,Shoes,Sneakers and Athletic Shoes,Flat,Leather;Padded;Removable,Lace up,Women,Leather,Round Toe;Snip Toe;Closed Toe,7802931-371535,7988740-19673,8072904-15,8058724-173695,8072075-383547,,,,
12016,12016,45039,8072131-287001,Shoes,Sneakers and Athletic Shoes,Flat,Leather;Padded;Removable,Lace up,Women,Leather,Round Toe;Snip Toe;Closed Toe,7885702-920,7165607-351467,7882757-8674,7724822-67279,8072131-158,,,,
12017,12017,45040,8072131-339483,Shoes,Sneakers and Athletic Shoes,Flat,Leather;Padded;Removable,Lace up,Women,Leather,Round Toe;Snip Toe;Closed Toe,7978222-69638,8044480-287728,8064694-385401,7970331-236771,8072131-287001,,,,
12018,12018,45041,8072134-158,Shoes,Sneakers and Athletic Shoes,Flat,Leather;Padded;Removable,Bungee;Elastic Gore,Women,Leather,Round Toe;Snip Toe;Closed Toe,8034692-183092,7255074-375050,7927837-102522,7950185-345562,8072131-339483,,,,
12019,12019,45042,8072134-287001,Shoes,Sneakers and Athletic Shoes,Flat,Leather;Padded;Removable,Bungee;Elastic Gore,Women,Leather,Round Toe;Snip Toe;Closed Toe,7931183-9,7864814-315337,7528375-169268,8075669-391019,8072134-158,,,,
12020,12020,45043,8072134-339483,Shoes,Sneakers and Athletic Shoes,Flat,Leather;Padded;Removable,Bungee;Elastic Gore,Women,Leather,Round Toe;Snip Toe;Closed Toe,7885702-920,7801442-294676,7654237-263682,7884069-363194,8072134-287001,,,,
12021,12021,45045,8072302-43,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Lace up,Women,Leather;Mesh,,7296120-1834,7977892-632,7804786-241510,7972309-8783,8072134-339483,,,,
12022,12022,45046,8072303-82407,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Hook and Loop;Lace up,Women,Leather;Mesh,,7802931-371535,7972768-353865,7135983-3,7893524-44016,8072302-43,,,,
12023,12023,45084,8072663-1165,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Canvas;Lace;Rubber,,7888229-147,7886302-14,7399238-6654,8002327-585,8072303-82407,,,,
12024,12024,45093,8072671-389736,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Hook and Loop;Lace up,Girls,Leather,,7997010-460,7971741-357975,7932846-14847,7972741-353838,8072663-1165,,,,
12025,12025,45094,8072672-389736,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Hook and Loop;Lace up,Girls,Leather,,7841215-3,7651226-264132,8015530-368208,7815347-11421,8072671-389736,,,,
12026,12026,45102,8072725-389760,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Boys,Leather,,7997010-460,8020006-2557,7707719-139,7152964-363221,8072672-389736,,,,
12027,12027,45103,8072725-389761,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Boys,Leather,,8034692-183092,7841121-308775,7815347-11421,7976172-352214,8072725-389760,,,,
12028,12028,45104,8072726-389760,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Lace up,Boys,Leather,,7997010-460,7561875-268408,7898045-329012,7925060-356557,8072725-389761,,,,
12029,12029,45106,8072759-389760,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Lace up,Boys,Leather,,8067873-28814,7833382-329153,8074232-742,7980986-93647,8072726-389760,,,,
12030,12030,45107,8072798-283649,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Canvas,Round Toe;Closed Toe,8079854-7879,7762891-16169,7984100-1066,7332749-283397,8072759-389760,,,,
12031,12031,45108,8072798-389792,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Canvas,Round Toe;Closed Toe,7920954-20,7908805-80417,7304965-14,7498391-406766,8072798-283649,,,,
12032,12032,45109,8072803-409,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Canvas,Round Toe;Closed Toe,7898404-329101,7607998-385241,7188222-151,7738614-350997,8072798-389792,,,,
12033,12033,45110,8072803-133653,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Canvas,Round Toe;Closed Toe,8067873-28814,7884286-382743,8027706-91742,7984921-132362,8072803-409,,,,
12034,12034,45131,8072904-15,Shoes,Sneakers and Athletic Shoes,,Leather;Padded;Textile,,Men,Lace;Leather;Rubber,,7594567-289850,7983009-358123,7972425-353753,7976434-355684,8072803-133653,,,,
12035,12035,45132,8072904-72,Shoes,Sneakers and Athletic Shoes,,Leather;Padded;Textile,,Men,Lace;Leather;Rubber,,7885702-920,8002240-17094,7706943-7243,8016578-23517,8072904-15,,,,
12036,12036,45133,8072904-271112,Shoes,Sneakers and Athletic Shoes,,Leather;Padded;Textile,,Men,Lace;Leather;Rubber,,7978222-69638,7252915-359779,8039684-31189,8064653-7778,8072904-72,,,,
12037,12037,45134,8072904-389869,Shoes,Sneakers and Athletic Shoes,,Leather;Padded;Textile,,Men,Lace;Leather;Rubber,,7296120-1834,8068360-365495,7355199-66926,7882222-181802,8072904-271112,,,,
12038,12038,45139,8072934-389842,Shoes,Sneakers and Athletic Shoes,1in - 1 3/4in,,Buckle;Lace up,Men,Leather,Round Toe;Closed Toe,7931183-9,7802275-6,7802305-864,8010705-78224,8072904-389869,,,,
12039,12039,45140,8072934-389844,Shoes,Sneakers and Athletic Shoes,1in - 1 3/4in,,Buckle;Lace up,Men,Leather,Round Toe;Closed Toe,7764678-367902,7589099-356459,7943149-6,7913592-356,8072934-389842,,,,
12040,12040,45147,8073021-389881,Shoes,Sneakers and Athletic Shoes,,,Lace up,Men,Leather,Closed Toe,7898404-329101,7719615-263202,7973627-3,8023702-243,8072934-389844,,,,
12041,12041,45148,8073021-389883,Shoes,Sneakers and Athletic Shoes,,,Lace up,Men,Leather,Closed Toe,7765346-744,7881952-383464,8060619-6583,7896398-151,8073021-389881,,,,
12042,12042,45149,8073021-389887,Shoes,Sneakers and Athletic Shoes,,,Lace up,Men,Leather,Closed Toe,7579608-38877,7943053-605,7890049-585,7929795-6,8073021-389883,,,,
12043,12043,45154,8073060-5078,Shoes,Sneakers and Athletic Shoes,Flat,EVA;Padded,Hook and Loop;Lace up,Boys;Girls,Leather,,8034692-183092,7963976-349991,7835168-5630,7592168-23581,8073021-389887,,,,
12044,12044,45155,8073060-24150,Shoes,Sneakers and Athletic Shoes,Flat,EVA;Padded,Hook and Loop;Lace up,Boys;Girls,Leather,,7898404-329101,8124967-136469,7516006-334090,7909972-11,8073060-5078,,,,
12045,12045,45170,8073094-1577,Shoes,Sneakers and Athletic Shoes,Flat,Padded;Removable,Lace up,Men,Leather,,7553452-559,7732022-300807,8044111-377310,7662625-5236,8073060-24150,,,,
12046,12046,45218,8073221-8690,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Lace up,Men,Canvas,,7931183-9,7832143-63681,8011344-106,7929805-97580,8073094-1577,,,,
12047,12047,45219,8073221-290871,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Lace up,Men,Canvas,,7885702-920,7508368-2507,7960834-374608,7891829-368482,8073221-8690,,,,
12048,12048,45220,8073221-389945,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Lace up,Men,Canvas,,7879262-320809,7925755-337762,8023428-385526,7963681-357693,8073221-290871,,,,
12049,12049,45221,8073221-389951,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Lace up,Men,Canvas,,7898404-329101,8036412-375106,7718630-315287,7799521-3,8073221-389945,,,,
12050,12050,45222,8073221-389952,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Lace up,Men,Canvas,,7879262-320809,7920242-335102,7270764-67829,8070081-388194,8073221-389951,,,,
12051,12051,45223,8073221-389953,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Lace up,Men,Canvas,,7296120-1834,7881597-322220,8074551-390374,7155963-236018,8073221-389952,,,,
12052,12052,45224,8073221-389955,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Lace up,Men,Canvas,,7898404-329101,8026486-371848,7390004-359550,8124970-33008,8073221-389953,,,,
12053,12053,45225,8073221-389956,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Lace up,Men,Canvas,,7919188-334676,7882343-28169,8067277-7243,7992285-144,8073221-389955,,,,
12054,12054,45228,8073240-389959,Shoes,Sneakers and Athletic Shoes,Flat,Leather;Textile,Lace up,Men,Canvas;Lace;Leather;Rubber,Round Toe,7885702-920,7718856-180523,7867216-9,7745426-2125,8073221-389956,,,,
12055,12055,45229,8073240-389960,Shoes,Sneakers and Athletic Shoes,Flat,Leather;Textile,Lace up,Men,Canvas;Lace;Leather;Rubber,Round Toe,7296120-1834,7893430-151,8074075-390223,7966442-3,8073240-389959,,,,
12056,12056,45230,8073240-389961,Shoes,Sneakers and Athletic Shoes,Flat,Leather;Textile,Lace up,Men,Canvas;Lace;Leather;Rubber,Round Toe,7296120-1834,7605698-371501,7397747-4311,7881293-353079,8073240-389960,,,,
12057,12057,45231,8073240-389962,Shoes,Sneakers and Athletic Shoes,Flat,Leather;Textile,Lace up,Men,Canvas;Lace;Leather;Rubber,Round Toe,7764678-367902,7228027-3,7977394-12784,7969787-352632,8073240-389961,,,,
12058,12058,45232,8073240-389963,Shoes,Sneakers and Athletic Shoes,Flat,Leather;Textile,Lace up,Men,Canvas;Lace;Leather;Rubber,Round Toe,7997010-460,7998955-3,7897737-374400,7981381-1212,8073240-389962,,,,
12059,12059,45249,8073336-1909,Shoes,Sneakers and Athletic Shoes,Flat,Textile,Lace up,Men,Canvas,Round Toe;Closed Toe,7976093-372135,7884169-30293,8013370-367317,8011980-366823,8073240-389963,,,,
12060,12060,45282,8073824-390070,Shoes,Sneakers and Athletic Shoes,,Padded;Removable,Lace up,Men,Mesh,,7997010-460,7814097-1416,7642508-24895,7796539-168453,8073336-1909,,,,
12061,12061,45283,8073827-390079,Shoes,Sneakers and Athletic Shoes,Flat,EVA;Padded;Removable,Lace up,Men,Mesh;Synthetic,,8034692-183092,8084174-394127,7909937-632,7975953-355449,8073824-390070,,,,
12062,12062,45284,8073839-390089,Shoes,Sneakers and Athletic Shoes,Flat,Padded;Removable,Lace up,Men,Mesh;Synthetic,,7997010-460,7973140-292108,7929054-401,7990481-404999,8073827-390079,,,,
12063,12063,45285,8073849-33340,Shoes,Sneakers and Athletic Shoes,Flat,Padded;Removable,Lace up,Men,Nubuck,Round Toe;Closed Toe,7903843-281963,8064694-385401,7737520-8962,7864819-315341,8073839-390089,,,,
12064,12064,45286,8073849-324992,Shoes,Sneakers and Athletic Shoes,Flat,Padded;Removable,Lace up,Men,Nubuck,Round Toe;Closed Toe,7898404-329101,7788371-350939,8047008-151,7747155-363363,8073849-33340,,,,
12065,12065,45287,8073849-390098,Shoes,Sneakers and Athletic Shoes,Flat,Padded;Removable,Lace up,Men,Nubuck,Round Toe;Closed Toe,7975680-167163,8053197-790,7813327-9,8059171-382739,8073849-324992,,,,
12066,12066,45288,8073852-390102,Shoes,Sneakers and Athletic Shoes,Flat,Padded;Removable,Lace up,Men,Leather,Round Toe;Closed Toe,7885702-920,7884804-323797,7733309-120807,7787369-351087,8073849-390098,,,,
12067,12067,45291,8073877-389615,Shoes,Sneakers and Athletic Shoes,,EVA,Lace up,Men,Mesh;Synthetic,,7898404-329101,7926819-20502,8067277-7243,7981157-16169,8073852-390102,,,,
12068,12068,45292,8073877-390119,Shoes,Sneakers and Athletic Shoes,,EVA,Lace up,Men,Mesh;Synthetic,,7885702-920,7673191-3,7798221-356198,8002029-1165,8073877-389615,,,,
12069,12069,45293,8073883-390125,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Mesh;Synthetic,,7984091-145823,7896372-392618,7759767-1066,7787510-287522,8073877-390119,,,,
12070,12070,45294,8073883-390126,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Mesh;Synthetic,,7997010-460,7976630-355800,7552413-9,7975929-260931,8073883-390125,,,,
12071,12071,45298,8073888-390129,Shoes,Sneakers and Athletic Shoes,Flat,EVA;Padded,Lace up,Men,Mesh;Synthetic,,7997010-460,8058993-742,7979518-24150,7943149-63681,8073883-390126,,,,
12072,12072,45299,8073888-390130,Shoes,Sneakers and Athletic Shoes,Flat,EVA;Padded,Lace up,Men,Mesh;Synthetic,,7548891-375065,7988678-360034,7964428-11682,7886350-155,8073888-390129,,,,
12073,12073,45300,8073889-139,Shoes,Sneakers and Athletic Shoes,,Padded,Slip-On,Men,Canvas,Round Toe;Closed Toe,7735356-219851,7971856-385618,7982823-358040,7917805-364244,8073888-390130,,,,
12074,12074,45301,8073889-29674,Shoes,Sneakers and Athletic Shoes,,Padded,Slip-On,Men,Canvas,Round Toe;Closed Toe,8034692-183092,7976694-355834,8084284-356558,7683768-93937,8073889-139,,,,
12075,12075,45302,8073889-99968,Shoes,Sneakers and Athletic Shoes,,Padded,Slip-On,Men,Canvas,Round Toe;Closed Toe,7698880-3,7984511-109461,8072725-389761,7991338-361104,8073889-29674,,,,
12076,12076,45303,8073889-282871,Shoes,Sneakers and Athletic Shoes,,Padded,Slip-On,Men,Canvas,Round Toe;Closed Toe,8059884-355507,7707969-165973,8035851-76561,8009605-373680,8073889-99968,,,,
12077,12077,45304,8073889-301215,Shoes,Sneakers and Athletic Shoes,,Padded,Slip-On,Men,Canvas,Round Toe;Closed Toe,7971945-353514,8015653-7778,7813961-34730,7925387-387907,8073889-282871,,,,
12078,12078,45305,8073899-1001,Shoes,Sneakers and Athletic Shoes,,Padded,Slip-On,Women,Canvas,Round Toe;Closed Toe,8034692-183092,7383355-3098,7963990-238407,7982988-7605,8073889-301215,,,,
12079,12079,45306,8073899-18591,Shoes,Sneakers and Athletic Shoes,,Padded,Slip-On,Women,Canvas,Round Toe;Closed Toe,7983267-254931,7881293-353079,7980568-574,8064792-401,8073899-1001,,,,
12080,12080,45307,8073899-19429,Shoes,Sneakers and Athletic Shoes,,Padded,Slip-On,Women,Canvas,Round Toe;Closed Toe,7997010-460,8006303-365586,7951992-5743,8081986-62839,8073899-18591,,,,
12081,12081,45308,8073899-138198,Shoes,Sneakers and Athletic Shoes,,Padded,Slip-On,Women,Canvas,Round Toe;Closed Toe,7987019-359499,7174805-76561,7953980-8440,7984070-2507,8073899-19429,,,,
12082,12082,45309,8073899-183092,Shoes,Sneakers and Athletic Shoes,,Padded,Slip-On,Women,Canvas,Round Toe;Closed Toe,7764678-367902,8012460-366997,8045516-2085,7395019-4464,8073899-138198,,,,
12083,12083,45310,8073899-226675,Shoes,Sneakers and Athletic Shoes,,Padded,Slip-On,Women,Canvas,Round Toe;Closed Toe,8034692-183092,7599376-372082,7919935-30126,7555060-6,8073899-183092,,,,
12084,12084,45311,8073900-390135,Shoes,Sneakers and Athletic Shoes,,,,Men,,,7764678-367902,7810900-67905,7971473-356971,7993017-3,8073899-226675,,,,
12085,12085,45312,8073900-390136,Shoes,Sneakers and Athletic Shoes,,,,Men,,,7885702-920,7891840-404941,7832416-337519,7931256-751,8073900-390135,,,,
12086,12086,45313,8073905-2537,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Canvas,Round Toe;Closed Toe,8067873-28814,7925802-82766,8051933-401,7718524-262907,8073900-390136,,,,
12087,12087,45314,8073905-282736,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Canvas,Round Toe;Closed Toe,7997010-460,7231285-183092,7873471-323454,7926095-356753,8073905-2537,,,,
12088,12088,45315,8073906-2537,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Lace up,Men,Leather,Round Toe;Closed Toe,7764678-367902,7548855-375099,7892120-162682,7588996-351168,8073905-282736,,,,
12089,12089,45316,8073907-13590,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Slip-On,Men,,Round Toe;Closed Toe,7997010-460,7789301-288133,7898485-40719,7925687-3897,8073906-2537,,,,
12090,12090,45317,8073907-93487,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Slip-On,Men,,Round Toe;Closed Toe,7879262-320809,7989607-16059,106667-751,7903397-3,8073907-13590,,,,
12091,12091,45318,8073907-99967,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Slip-On,Men,,Round Toe;Closed Toe,8034692-183092,7751195-3614,7975406-373582,8112389-402845,8073907-93487,,,,
12092,12092,45319,8073907-301215,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Slip-On,Men,,Round Toe;Closed Toe,7997010-460,7993494-216,7413006-147932,7787388-351088,8073907-99967,,,,
12093,12093,45320,8073907-345953,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Slip-On,Men,,Round Toe;Closed Toe,7997010-460,8169712-2557,7215638-107876,7975970-211886,8073907-301215,,,,
12094,12094,45321,8073935-390068,Shoes,Sneakers and Athletic Shoes,Flat,Moisture Wicking;Padded,Lace up,Men;Women,Synthetic,,8067873-28814,7355199-66926,7667040-3,8040048-139,8073907-345953,,,,
12095,12095,45322,8073943-390068,Shoes,Sneakers and Athletic Shoes,,Moisture Wicking;Padded,Lace up,Men;Women,Synthetic,,7911245-1001,7541454-559,7881709-322316,8082387-60041,8073935-390068,,,,
12096,12096,45323,8073947-390068,Shoes,Sneakers and Athletic Shoes,Flat,Moisture Wicking;Padded,Lace up,Men,Synthetic,,7885702-920,7987020-359535,7815150-330241,7990389-404894,8073943-390068,,,,
12097,12097,45324,8073965-3320,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Women,Leather,Round Toe;Closed Toe,8067873-28814,8073965-3320,7983856-764,7978626-370179,8073947-390068,,,,
12098,12098,45325,8073965-29674,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Women,Leather,Moc Toe;Closed Toe,7698880-3,8064792-401,7213778-272439,7813370-3,8073965-3320,,,,
12099,12099,45326,8073973-390124,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Lace up,Men,Mesh;Synthetic,,7925413-385397,7684817-21766,7891836-326169,8071496-742,8073965-29674,,,,
12100,12100,45327,8073973-390162,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Lace up,Men,Mesh;Synthetic,,7296120-1834,7971298-369500,7987132-377356,8014915-122610,8073973-390124,,,,
12101,12101,45328,8073977-390166,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Synthetic,,7885702-920,8032677-14492,7879212-356771,7971741-353370,8073973-390162,,,,
12102,12102,45329,8073977-390167,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Synthetic,,7594567-289850,7982988-123538,8020750-238004,113952-585,8073977-390166,,,,
12103,12103,45330,8073986-390166,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Lace up,Men,Synthetic,,7885702-920,7980938-39304,7590889-742,7732020-268419,8073977-390167,,,,
12104,12104,45331,8073986-390167,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Lace up,Men,Synthetic,,8009593-373673,8016128-8691,7971563-353218,8081443-6,8073986-390166,,,,
12105,12105,45332,8073994-8742,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Suede,Round Toe;Closed Toe,7765346-744,8062870-151,7975761-711,7879357-350747,8073986-390167,,,,
12106,12106,45333,8073994-389792,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Suede,Round Toe;Closed Toe,7898404-329101,8012853-386700,7382137-183092,7841548-309256,8073994-8742,,,,
12107,12107,45334,8073995-390172,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Lace up,Men,Mesh;Synthetic,,8058559-262719,7368630-299080,7599257-151,7163175-12829,8073994-389792,,,,
12108,12108,45339,8074038-390194,Shoes,Sneakers and Athletic Shoes,,EVA;Padded;Removable,Lace up,Women,Mesh;Synthetic,,7879262-320809,8036997-376377,7883433-44016,7897891-183092,8073995-390172,,,,
12109,12109,45346,8074055-390208,Shoes,Sneakers and Athletic Shoes,,Padded;Removable,Lace up,Women,Mesh;Synthetic,,7753011-5270,7990378-360791,8073943-390068,8005758-76,8074038-390194,,,,
12110,12110,45347,8074055-390210,Shoes,Sneakers and Athletic Shoes,,Padded;Removable,Lace up,Women,Mesh;Synthetic,,8067873-28814,7926347-384520,7814063-129522,8140598-1850,8074055-390208,,,,
12111,12111,45348,8074064-25478,Shoes,Sneakers and Athletic Shoes,Flat,,Hook and Loop,Men,Microfiber;Mesh,,7903475-330694,7891883-368493,7881829-322359,8074586-390394,8074055-390210,,,,
12112,12112,45349,8074065-25478,Shoes,Sneakers and Athletic Shoes,Flat,,Hook and Loop,Women,Microfiber;Mesh,,7898404-329101,8053761-7446,8068201-387199,8014915-122610,8074064-25478,,,,
12113,12113,45350,8074075-390222,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Women,Mesh;Synthetic,,7296120-1834,7643222-6266,7960641-18,7978627-356683,8074065-25478,,,,
12114,12114,45351,8074075-390223,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Women,Mesh;Synthetic,,8034692-183092,8142128-9439,7728037-267077,7878654-356004,8074075-390222,,,,
12115,12115,45355,8074084-8481,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Suede,Round Toe;Closed Toe,7898404-329101,7886616-52413,7965534-385250,8033736-183092,8074075-390223,,,,
12116,12116,45356,8074085-390224,Shoes,Sneakers and Athletic Shoes,Flat,EVA;Padded;Removable,Lace up,Women,Mesh;Synthetic,,7898404-329101,8033554-3132,7976451-355700,7811072-3,8074084-8481,,,,
12117,12117,45365,8074112-390242,Shoes,Sneakers and Athletic Shoes,,,,Women,,,7548891-375065,7669923-2971,7982987-101615,7946344-217384,8074085-390224,,,,
12118,12118,45366,8074112-390243,Shoes,Sneakers and Athletic Shoes,,,,Women,,,7802931-371535,8067312-151,7648463-815,7977325-356170,8074112-390242,,,,
12119,12119,45367,8074120-390251,Shoes,Sneakers and Athletic Shoes,,EVA;Padded,Lace up,Women,Mesh;Synthetic,,7931183-9,7205707-9,8084174-107845,7994044-12631,8074112-390243,,,,
12120,12120,45368,8074120-390252,Shoes,Sneakers and Athletic Shoes,,EVA;Padded,Lace up,Women,Mesh;Synthetic,,7997010-460,7692745-585,7943053-585,8033930-29105,8074120-390251,,,,
12121,12121,45373,8074126-390257,Shoes,Sneakers and Athletic Shoes,,,,Women,,,7898404-329101,8082870-4854,7961032-144,7598791-320471,8074120-390252,,,,
12122,12122,45374,8074126-390258,Shoes,Sneakers and Athletic Shoes,,,,Women,,,7764678-367902,8050098-12913,118889-4463,8015679-13952,8074126-390257,,,,
12123,12123,45375,8074126-390259,Shoes,Sneakers and Athletic Shoes,,,,Women,,,7911245-1001,7976997-371890,7797946-292772,8026536-30377,8074126-390258,,,,
12124,12124,45376,8074128-37672,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Women,Mesh;Synthetic,,7764678-367902,7882118-30129,7528375-23581,7743163-273211,8074126-390259,,,,
12125,12125,45377,8074128-389611,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Women,Mesh;Synthetic,,7997010-460,7864814-315337,125668-24154,7605806-53791,8074128-37672,,,,
12126,12126,45378,8074135-389611,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Women,Synthetic,,7944390-43,7929797-9,7885645-1066,7977496-3,8074128-389611,,,,
12127,12127,45379,8074135-390167,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Women,Synthetic,,7885702-920,8058672-382773,7993014-6,8038187-28115,8074135-389611,,,,
12128,12128,45380,8074141-390167,Shoes,Sneakers and Athletic Shoes,Under 1in,Padded,Lace up,Women,Synthetic,,8027570-30799,7983009-358123,8046483-18063,7537137-2507,8074135-390167,,,,
12129,12129,45381,8074141-390266,Shoes,Sneakers and Athletic Shoes,Under 1in,Padded,Lace up,Women,Synthetic,,7997010-460,7975443-355085,7982204-76808,7292926-3,8074141-390167,,,,
12130,12130,45384,8074178-390284,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Boys,Patent Leather;Synthetic,,7898404-329101,7568876-183092,7977382-552,7887503-19296,8074141-390266,,,,
12131,12131,45385,8074178-390285,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Boys,Patent Leather;Synthetic,,8021786-370577,8014770-367970,7742825-105243,7897227-328767,8074178-390284,,,,
12132,12132,45386,8074178-390286,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Boys,Patent Leather;Synthetic,,7997010-460,7139085-329,7960834-374608,7988205-6,8074178-390285,,,,
12133,12133,45389,8074193-382296,Shoes,Sneakers and Athletic Shoes,1in - 1 3/4in,EVA;Padded;Removable,,Men,Mesh;Synthetic,,7764678-367902,7837185-343,7738614-351001,7864635-315268,8074178-390286,,,,
12134,12134,45390,8074194-382297,Shoes,Sneakers and Athletic Shoes,Under 1in,EVA;Padded;Removable,,Women,,,7919188-334676,7881187-2906,7892406-101615,8005206-764,8074193-382296,,,,
12135,12135,45391,8074195-325,Shoes,Sneakers and Athletic Shoes,Flat,Leather,,Men,Leather;Suede,Wingtip,8034692-183092,7969500-147,7655334-369422,8041685-21196,8074194-382297,,,,
12136,12136,45392,8074195-432,Shoes,Sneakers and Athletic Shoes,Flat,Leather,,Men,Leather;Suede,Wingtip,7594567-289850,7682775-355294,7976354-1066,7972016-369381,8074195-325,,,,
12137,12137,45395,8074200-390284,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Boys,Patent Leather;Synthetic,,7594567-289850,7978867-356741,7882115-30131,7879628-321095,8074195-432,,,,
12138,12138,45396,8074200-390285,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Boys,Patent Leather;Synthetic,,7831793-304716,8023705-245502,8027223-372123,7833418-3,8074200-390284,,,,
12139,12139,45397,8074200-390286,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Boys,Patent Leather;Synthetic,,8034692-183092,7546609-268104,8066005-3,7599305-151,8074200-390285,,,,
12140,12140,45398,8074203-390284,Shoes,Sneakers and Athletic Shoes,5in & over,Padded,Lace up,Boys,Patent Leather;Synthetic,,7997010-460,8073824-390070,117623-353106,8058946-294986,8074200-390286,,,,
12141,12141,45399,8074203-390285,Shoes,Sneakers and Athletic Shoes,5in & over,Padded,Lace up,Boys,Patent Leather;Synthetic,,8004011-365039,7420528-374400,7689876-72,7628804-6925,8074203-390284,,,,
