,index,CID,Category,SubCategory,HeelHeight,Insole,Closure,Gender,Material,ToeStyle,1,2,3,4
12510,46933,8086573-356561,Shoes,Sneakers and Athletic Shoes,,EVA;Padded,Lace up,Boys;Girls,Mesh;Synthetic,,7696311-1001,8080294-168,8036504-394906,8013374-367321
12511,46959,8086901-3,Shoes,Sneakers and Athletic Shoes,Flat,Padded,,Women,Faux Leather,Round Toe;Closed Toe,8113323-401,7696311-1001,7887842-839,7508775-241368
12512,46960,8086901-605,Shoes,Sneakers and Athletic Shoes,Flat,Padded,,Women,Faux Leather,Round Toe;Closed Toe,7965537-385250,7761867-8768,7896093-363725,7802500-353843
12513,46961,8086901-1909,Shoes,Sneakers and Athletic Shoes,Flat,Padded,,Women,Faux Leather,Round Toe;Closed Toe,8036504-394906,8080294-168,7696311-1001,7241786-389071
12514,46962,8087122-3,Shoes,Sneakers and Athletic Shoes,Flat,Leather,Lace up,Men,Leather,Round Toe;Closed Toe,7696311-1001,7931252-14,8036504-394906,8080294-168
12515,46963,8087123-408,Shoes,Sneakers and Athletic Shoes,Flat,Leather,Lace up,Men,Leather,Round Toe;Closed Toe,7226411-382555,8020448-401,7977827-324022,8029424-128267
12516,46964,8087124-14,Shoes,Sneakers and Athletic Shoes,,Leather,Lace up,Men,Leather,Round Toe;Closed Toe,7696311-1001,7977827-324022,8020448-401,7255074-385219
12517,46965,8087125-21599,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Lace up,Men,Leather,Round Toe;Closed Toe,8036504-394906,7696311-1001,7208295-20321,7917325-1001
12518,46966,8087126-146497,Shoes,Sneakers and Athletic Shoes,Flat,Textile,Lace up,Men,Leather;Mesh,Round Toe;Closed Toe,8021519-370485,7925395-11682,7913633-21196,7430278-374585
12519,46967,8087239-395159,Shoes,Sneakers and Athletic Shoes,Flat,Textile,Lace up,Men,Leather;Mesh,Round Toe;Closed Toe,7931252-14,8080294-168,7836531-307048,8073899-1001
12520,46968,8087240-395160,Shoes,Sneakers and Athletic Shoes,Flat,Textile,Lace up,Men,Leather,Round Toe;Closed Toe,8080294-168,8036504-394906,7973006-24984,7965537-385250
12521,46969,8087355-395189,Shoes,Sneakers and Athletic Shoes,Flat,Textile,Lace up,Men,Mesh;Synthetic,Round Toe;Closed Toe,8080294-168,8013374-367321,7836531-307048,8124965-16931
12522,47076,8088797-147,Shoes,Sneakers and Athletic Shoes,,,Lace up,Men,Mesh;Nubuck,,7255074-385219,7696311-1001,7226411-382555,8020448-401
12523,47077,8088797-911,Shoes,Sneakers and Athletic Shoes,,,Lace up,Men,Mesh;Nubuck,,8036504-394906,7983893-358487,7887842-839,7983400-358201
12524,47078,8088797-1418,Shoes,Sneakers and Athletic Shoes,,,Lace up,Men,Mesh;Nubuck,,7696311-1001,7983410-358204,7983893-358487,8019279-369576
12525,47083,8088863-147,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Lace up,Women,Mesh;Synthetic,,8036504-394906,8080294-168,7983400-358201,8078902-391914
12526,47084,8088863-755,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Lace up,Women,Mesh;Synthetic,,8036504-394906,7651819-320474,7983400-358201,7814492-326309
12527,47085,8088868-14,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Lace up,Women,Mesh;Synthetic,,8036504-394906,7208295-20321,8020448-401,7226411-382555
12528,47086,8088868-147,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Lace up,Women,Mesh;Synthetic,,7883995-338624,7980647-151,7732020-268420,8013370-367318
12529,47091,8088891-3,Shoes,Sneakers and Athletic Shoes,,,Lace up,Men,Leather;Synthetic,Round Toe;Closed Toe,8036504-394906,8078902-391914,7696311-1001,7983400-358201
12530,47092,8088896-3,Shoes,Sneakers and Athletic Shoes,,Textile,Lace up,Men,Leather;Synthetic,Round Toe;Closed Toe,8021519-370485,7696311-1001,7726835-324675,7466209-3
12531,47093,8088901-3,Shoes,Sneakers and Athletic Shoes,,Textile,Lace up,Men,Denim;Synthetic,Round Toe;Closed Toe,7887842-839,7909019-331826,7971870-385615,7370409-15
12532,47097,8088907-189,Shoes,Sneakers and Athletic Shoes,,,Lace up,Men,Leather;Rubber,Round Toe;Closed Toe,7965537-385250,7983893-358487,7696311-1001,7983400-358201
12533,47098,8088908-9,Shoes,Sneakers and Athletic Shoes,Flat,Textile,Lace up,Men,Leather,Round Toe;Closed Toe,7931252-14,7983410-358204,8013374-367321,7696311-1001
12534,47153,8089616-356707,Shoes,Sneakers and Athletic Shoes,,Padded;Textile,Hook and Loop;Lace up,Boys;Girls,Synthetic,,7696311-1001,8013374-367321,8143761-3,7983893-358487
12535,47158,8089632-395919,Shoes,Sneakers and Athletic Shoes,,Padded;Removable;Textile,Hook and Loop,Girls,,,7931252-14,7887842-839,7696311-1001,8036504-394906
12536,47210,8089916-767,Shoes,Sneakers and Athletic Shoes,,Padded,Slip-On,Women,,Moc Toe;Closed Toe,8036504-394906,7208295-20321,7226411-382555,7887842-839
12537,47211,8089916-15920,Shoes,Sneakers and Athletic Shoes,,Padded,Slip-On,Women,,Moc Toe;Closed Toe,7977827-324022,7696311-1001,8020448-401,7917325-1001
12538,47212,8089916-36774,Shoes,Sneakers and Athletic Shoes,,Padded,Slip-On,Women,,Moc Toe;Closed Toe,7836531-307048,7742453-2029,7992555-6608,7675942-305066
12539,47213,8089917-559,Shoes,Sneakers and Athletic Shoes,,Padded,Slip-On,Women,Cotton,Moc Toe;Closed Toe,7208295-20321,8078902-391914,7683984-369195,7696311-1001
12540,47214,8089917-1909,Shoes,Sneakers and Athletic Shoes,,Padded,Slip-On,Women,Cotton,Moc Toe;Closed Toe,8036504-394906,7696311-1001,7887842-839,8080294-168
12541,47215,8089920-20,Shoes,Sneakers and Athletic Shoes,5in & over,Padded,Slip-On,Women,,Moc Toe;Closed Toe,7208295-20321,8020448-401,7255074-385219,7887842-839
12542,47216,8089920-767,Shoes,Sneakers and Athletic Shoes,5in & over,Padded,Slip-On,Women,,Moc Toe;Closed Toe,7836531-307048,7931252-14,7973122-183092,7887842-839
12543,47220,8089926-767,Shoes,Sneakers and Athletic Shoes,,Padded,Slip-On,Women,,Round Toe;Closed Toe,7983893-358487,7696311-1001,8036504-394906,8058559-3
12544,47221,8089926-63474,Shoes,Sneakers and Athletic Shoes,,Padded,Slip-On,Women,,Round Toe;Closed Toe,7971870-385615,8017869-304771,7965537-385250,8036504-394906
12545,47222,8089927-20,Shoes,Sneakers and Athletic Shoes,,Padded,Slip-On,Women,,Round Toe;Closed Toe,7696311-1001,7977827-324022,7226411-382555,8020448-401
12546,47223,8089927-13567,Shoes,Sneakers and Athletic Shoes,,Padded,Slip-On,Women,,Round Toe;Closed Toe,8036504-394906,8080294-168,7931252-14,7208295-20321
12547,47225,8089947-1418,Shoes,Sneakers and Athletic Shoes,,Padded,Slip-On,Women,,Round Toe;Closed Toe,8021519-370485,8080294-168,8013374-367321,7973006-24984
12548,47226,8089947-7027,Shoes,Sneakers and Athletic Shoes,,Padded,Slip-On,Women,,Round Toe;Closed Toe,7255074-385219,7226411-382555,8058559-3,7973122-183092
12549,47227,8089947-149055,Shoes,Sneakers and Athletic Shoes,,Padded,Slip-On,Women,,Round Toe;Closed Toe,8080294-168,7965537-385250,7911248-1001,8124965-16931
12550,47228,8089949-559,Shoes,Sneakers and Athletic Shoes,,Padded,Slip-On,Women,,Round Toe;Closed Toe,7903816-330812,7651819-320474,7886612-2507,8020448-401
12551,47229,8089949-767,Shoes,Sneakers and Athletic Shoes,,Padded,Slip-On,Women,,Round Toe;Closed Toe,7836531-307048,8080294-168,7882763-3,7397747-4311
12552,47276,8090431-5716,Shoes,Sneakers and Athletic Shoes,Flat,,Lace up,Men,Canvas,Round Toe,7696311-1001,7208295-20321,8013374-367321,7973006-24984
12553,47277,8090431-396226,Shoes,Sneakers and Athletic Shoes,Flat,,Lace up,Men,Canvas,Round Toe,7255074-385219,7977827-324022,7226411-382555,7931252-14
12554,47278,8090431-396233,Shoes,Sneakers and Athletic Shoes,Flat,,Lace up,Men,Canvas,Round Toe,8080294-168,7965537-385250,7836531-307048,7896028-345922
12555,47283,8090514-3,Shoes,Sneakers and Athletic Shoes,2in - 2 3/4in,Padded,Lace up,Women,Cotton;Synthetic,Capped Toe;Round Toe;Closed Toe,7909019-331826,8078902-391914,7226411-382555,7887842-839
12556,47284,8090514-396,Shoes,Sneakers and Athletic Shoes,2in - 2 3/4in,Padded,Lace up,Women,Cotton;Synthetic,Capped Toe;Round Toe;Closed Toe,8021519-370485,7651819-320474,8080294-168,7802314-632
12557,47285,8090514-574,Shoes,Sneakers and Athletic Shoes,2in - 2 3/4in,Padded,Lace up,Women,Cotton;Synthetic,Capped Toe;Round Toe;Closed Toe,7887842-839,7696311-1001,8036504-394906,7255074-385219
12558,47286,8090515-2557,Shoes,Sneakers and Athletic Shoes,2in - 2 3/4in,Padded,Lace up,Women,Synthetic,Capped Toe,7883995-338624,7878420-29629,7370409-15,7909019-331826
12559,47287,8090515-34137,Shoes,Sneakers and Athletic Shoes,2in - 2 3/4in,Padded,Lace up,Women,Synthetic,Capped Toe,7793065-6553,7673191-3,8021519-370486,7931187-9
12560,47288,8090517-3,Shoes,Sneakers and Athletic Shoes,2in - 2 3/4in,Padded,Lace up,Women,,Capped Toe;Closed Toe,7908184-368242,7984078-358647,7942182-6,8087126-146497
12561,47289,8090517-14,Shoes,Sneakers and Athletic Shoes,2in - 2 3/4in,Padded,Lace up,Women,,Capped Toe;Closed Toe,8080294-168,8013374-367321,7931252-14,8021519-370485
12562,47290,8090517-275,Shoes,Sneakers and Athletic Shoes,2in - 2 3/4in,Padded,Lace up,Women,,Capped Toe;Closed Toe,7696311-1001,8080294-168,7208295-20321,7965537-385250
12563,47314,8090619-396309,Shoes,Sneakers and Athletic Shoes,,Gel;Padded,Lace up,Girls,Mesh;Synthetic,,7696311-1001,7983893-358487,7931252-14,7999840-6
12564,47401,8091742-14,Shoes,Sneakers and Athletic Shoes,Flat,Leather;Padded;Textile,Lace up,Men,Lace;Leather;Rubber;Suede,,7965537-385250,7836531-307048,8080294-168,7983893-358487
12565,47451,8092130-401,Shoes,Sneakers and Athletic Shoes,,Memory Foam,Lace up,Men,Faux Leather;Mesh;Synthetic,,8124965-16931,7651819-320474,8021519-370485,8020448-401
12566,47452,8092131-3,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Hook and Loop,Men,Mesh;Synthetic,,7983893-358487,8036504-394906,7208295-20321,7887842-839
12567,47508,8092800-136,Shoes,Sneakers and Athletic Shoes,Flat,Textile,,Women,Denim;Lace;Rubber,Round Toe,7696311-1001,8036504-394906,7983893-358487,7887842-839
12568,47510,8092816-57036,Shoes,Sneakers and Athletic Shoes,Flat,Leather,Lace up,Women,Lace;Leather;Rubber,Capped Toe,7696311-1001,7983893-358487,7255074-385219,7980919-357520
12569,47518,8093302-3,Shoes,Sneakers and Athletic Shoes,Flat,Leather;Textile,Lace up,Men,Lace;Leather;Rubber,Round Toe,8020448-401,8036504-394906,8080294-168,7226411-382555
12570,47519,8093302-9,Shoes,Sneakers and Athletic Shoes,Flat,Leather;Textile,Lace up,Men,Lace;Leather;Rubber,Round Toe,8013374-367321,7977827-324022,7226411-382555,7651819-320474
12571,47520,8093302-396,Shoes,Sneakers and Athletic Shoes,Flat,Leather;Textile,Lace up,Men,Lace;Leather;Rubber,Round Toe,8013374-367321,8080294-168,8019279-369576,7208295-20321
12572,47521,8093302-4854,Shoes,Sneakers and Athletic Shoes,Flat,Leather;Textile,Lace up,Men,Lace;Leather;Rubber,Round Toe,7909019-331826,7980647-151,7639183-371535,7732020-268420
12573,47524,8093326-3,Shoes,Sneakers and Athletic Shoes,Flat,Padded;Textile,Hook and Loop;Lace up,Men,Lace;Rubber,Round Toe,7983400-358201,7965537-385250,8020448-401,7836531-307048
12574,47525,8093326-9,Shoes,Sneakers and Athletic Shoes,Flat,Padded;Textile,Hook and Loop;Lace up,Men,Lace;Rubber,Round Toe,7798384-24150,7973122-183092,7255074-385219,7651819-320474
12575,47537,8093359-9,Shoes,Sneakers and Athletic Shoes,Flat,Leather;Padded;Textile,Lace up,Men,Lace;Leather;Rubber,Round Toe,7836531-307048,7887842-839,7696311-1001,8036504-394906
12576,47538,8093359-4854,Shoes,Sneakers and Athletic Shoes,Flat,Leather;Padded;Textile,Lace up,Men,Lace;Leather;Rubber,Round Toe,7696311-1001,8036504-394906,7931252-14,7226411-382555
12577,47539,8093360-3,Shoes,Sneakers and Athletic Shoes,Flat,Padded;Textile,Hook and Loop,Men,Rubber;Synthetic,Round Toe,7836531-307048,8058559-3,8080294-168,8021519-370485
12578,47540,8093361-3,Shoes,Sneakers and Athletic Shoes,1in - 1 3/4in,Leather;Padded;Textile,Lace up,Men,Lace;Leather;Rubber,,7696311-1001,7208295-20321,7983893-358487,8080294-168
12579,47541,8093361-401,Shoes,Sneakers and Athletic Shoes,1in - 1 3/4in,Leather;Padded;Textile,Lace up,Men,Lace;Leather;Rubber,,7931252-14,7718405-14280,7983893-358487,7980919-357520
12580,47564,8093445-24150,Shoes,Sneakers and Athletic Shoes,Under 1in,EVA,Lace up,Men,Leather,,8080294-168,8036504-394906,7836531-307048,8021519-370485
12581,47565,8093445-67433,Shoes,Sneakers and Athletic Shoes,Under 1in,EVA,Lace up,Men,Leather,,8020448-401,7226411-382555,7255074-385219,7208295-20321
12582,47566,8093453-37661,Shoes,Sneakers and Athletic Shoes,Flat,EVA,Lace up,Men,Leather;Rubber,,7977827-324022,7942182-6,7226411-382555,8020448-401
12583,47567,8093453-397104,Shoes,Sneakers and Athletic Shoes,Flat,EVA,Lace up,Men,Leather;Rubber,,7887842-839,7983400-358201,7255074-385219,7226411-382555
12584,47568,8093453-397105,Shoes,Sneakers and Athletic Shoes,Flat,EVA,Lace up,Men,Leather;Rubber,,7226411-382555,8036504-394906,8020448-401,7208295-20321
12585,47569,8093454-397106,Shoes,Sneakers and Athletic Shoes,Flat,EVA,Hook and Loop,Men,Leather;Microfiber;Rubber,,7931252-14,8080294-168,7208295-20321,7255074-385219
12586,47574,8093680-401,Shoes,Sneakers and Athletic Shoes,Flat,Leather;Padded,Lace up,Men;Women,Nylon;Polyester,,7466209-9,7959882-1412,7929650-37647,7973011-136
12587,47575,8093680-66118,Shoes,Sneakers and Athletic Shoes,Flat,Leather;Padded,Lace up,Men;Women,Nylon;Polyester,,7696311-1001,8021519-370485,8013374-367321,7820176-325
12588,47576,8093682-3,Shoes,Sneakers and Athletic Shoes,Flat,Polyurethane,Lace up,Men;Women,Cordura;Nylon;Rubber,Round Toe,7226411-382555,7255074-385219,7931252-14,7977827-324022
12589,47577,8093682-401,Shoes,Sneakers and Athletic Shoes,Flat,Polyurethane,Lace up,Men;Women,Cordura;Nylon;Rubber,Round Toe,8020448-401,8036504-394906,7836531-307048,7965537-385250
12590,47578,8093682-4830,Shoes,Sneakers and Athletic Shoes,Flat,Polyurethane,Lace up,Men;Women,Cordura;Nylon;Rubber,Round Toe,7370409-15,7805192-31878,7965537-385250,8059247-3
12591,47596,8094634-574,Shoes,Sneakers and Athletic Shoes,,Memory Foam,Lace up;Slip-On,Women,Canvas;Cotton,,7696311-1001,7836531-307048,7965537-385250,7732020-268420
12592,47597,8094634-711,Shoes,Sneakers and Athletic Shoes,,Memory Foam,Lace up;Slip-On,Women,Canvas;Cotton,,7740236-1634,7980647-151,8087126-146497,7370409-15
12593,47598,8094834-3,Shoes,Sneakers and Athletic Shoes,Flat,EVA;Padded,Lace up;Zipper,Girls,Canvas;Rubber,Capped Toe,7208295-20321,7887842-839,7255074-385219,7965537-385250
12594,47599,8094835-151,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Lace up,Girls,Canvas;Rubber,Capped Toe,7983893-358487,7696311-1001,7931252-14,8080294-168
12595,47621,8095143-5743,Shoes,Sneakers and Athletic Shoes,,Padded;Textile,Lace up,Men,Canvas;Suede,,7931252-14,7696311-1001,8036504-394906,7683984-369195
12596,47701,8097758-275,Shoes,Sneakers and Athletic Shoes,,,,Girls,Synthetic,Round Toe,7887842-839,7836531-307048,8036504-394906,7931252-14
12597,47702,8097759-80,Shoes,Sneakers and Athletic Shoes,,,Lace up,Girls,Synthetic,,7836531-307048,7208295-20321,8020448-401,7696311-1001
12598,47703,8097763-80,Shoes,Sneakers and Athletic Shoes,Flat,,Lace up,Girls,,,8036504-394906,7208295-20321,7983893-358487,7887842-839
12599,47704,8097763-275,Shoes,Sneakers and Athletic Shoes,Flat,,Lace up,Girls,,,7651819-320474,7983410-358204,8021519-370485,8143761-3
12600,47707,8097907-390509,Shoes,Sneakers and Athletic Shoes,Flat,,Hook and Loop;Lace up,Girls,,,8013370-367318,7836531-307048,7984130-358675,8073899-1001
12601,47708,8097991-22813,Shoes,Sneakers and Athletic Shoes,Flat,EVA;Textile,Lace up,Girls,Leather,Round Toe;Closed Toe,7696311-1001,8036504-394906,7294452-751,7965537-385250
12602,47709,8097991-76954,Shoes,Sneakers and Athletic Shoes,Flat,EVA;Textile,Lace up,Girls,Leather,Round Toe;Closed Toe,8164779-65259,7942187-3,7909019-331826,7965708-19356
12603,47712,8098418-911,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Lace up,Men,Leather;Suede,,7696311-1001,8078902-391914,7931252-14,7732020-268420
12604,47713,8098459-3,Shoes,Sneakers and Athletic Shoes,Flat,,Lace up,Women,,Capped Toe;Closed Toe,8036504-394906,8020448-401,8080294-168,7983400-358201
12605,47714,8098459-960,Shoes,Sneakers and Athletic Shoes,Flat,,Lace up,Women,,Capped Toe;Closed Toe,7965537-385250,8080294-168,7836531-307048,7911248-1001
12606,47715,8098459-1892,Shoes,Sneakers and Athletic Shoes,Flat,,Lace up,Women,,Capped Toe;Closed Toe,8080294-168,8093361-401,7294452-751,7962942-358150
12607,47716,8098459-2957,Shoes,Sneakers and Athletic Shoes,Flat,,Lace up,Women,,Capped Toe;Closed Toe,7696311-1001,7836531-307048,8080294-168,8036504-394906
12608,47719,8098472-9,Shoes,Sneakers and Athletic Shoes,1in - 1 3/4in,,Lace up,Women,Canvas,Round Toe;Closed Toe,7255074-385219,7208295-20321,7931252-14,8020448-401
12609,47720,8098472-14,Shoes,Sneakers and Athletic Shoes,1in - 1 3/4in,,Lace up,Women,Canvas,Round Toe;Closed Toe,7972741-353836,7965537-385250,8036504-394906,8080294-168
12610,47721,8098472-401,Shoes,Sneakers and Athletic Shoes,1in - 1 3/4in,,Lace up,Women,Canvas,Round Toe;Closed Toe,7651819-320474,7799169-383199,7696311-1001,8013374-367321
12611,47722,8098472-585,Shoes,Sneakers and Athletic Shoes,1in - 1 3/4in,,Lace up,Women,Canvas,Round Toe;Closed Toe,7696311-1001,8013374-367321,8036504-394906,7983893-358487
12612,47723,8098474-14,Shoes,Sneakers and Athletic Shoes,1in - 1 3/4in,Padded,Lace up,Women,Canvas,Round Toe;Closed Toe,7929650-37647,7160197-69241,7973011-136,8124965-16931
12613,47724,8098479-552,Shoes,Sneakers and Athletic Shoes,3in - 3 3/4in,,Lace up,Women,Patent Leather;Synthetic,Round Toe;Closed Toe,7931252-14,7887842-839,7208295-20321,7983893-358487
12614,47727,8098507-11,Shoes,Sneakers and Athletic Shoes,4in - 4 3/4in,Padded,Hook and Loop;Lace up,Women,,Round Toe;Closed Toe,8036504-394906,8020448-401,7836531-307048,7683984-369195
12615,47728,8098507-106,Shoes,Sneakers and Athletic Shoes,4in - 4 3/4in,Padded,Hook and Loop;Lace up,Women,Suede,Round Toe;Closed Toe,7942187-3,7732020-268420,7887842-839,7370409-15
12616,47729,8098507-401,Shoes,Sneakers and Athletic Shoes,4in - 4 3/4in,Padded,Hook and Loop;Lace up,Women,,Round Toe;Closed Toe,7942182-6,7160197-69241,7814492-326309,7696311-1001
12617,47730,8098507-960,Shoes,Sneakers and Athletic Shoes,4in - 4 3/4in,Padded,Hook and Loop;Lace up,Women,,Round Toe;Closed Toe,7208295-20321,7931252-14,7255074-385219,7696311-1001
12618,47731,8098507-18796,Shoes,Sneakers and Athletic Shoes,4in - 4 3/4in,Padded,Hook and Loop;Lace up,Women,,Round Toe;Closed Toe,7969476-377227,8020448-401,8036504-394906,7814492-326309
12619,47732,8098507-398529,Shoes,Sneakers and Athletic Shoes,4in - 4 3/4in,Padded,Hook and Loop;Lace up,Women,,Round Toe;Closed Toe,7696311-1001,8124965-16931,8013374-367321,7886612-2507
12620,47733,8098510-14,Shoes,Sneakers and Athletic Shoes,3in - 3 3/4in,,Hook and Loop;Lace up;Zipper,Women,Synthetic,Round Toe;Closed Toe,7836531-307048,7931252-14,8080294-168,7553554-2125
12621,47738,8098524-14,Shoes,Sneakers and Athletic Shoes,3in - 3 3/4in,Padded,Hook and Loop;Lace up,Women,Synthetic,Round Toe;Closed Toe,7255074-385219,7226411-382555,7977827-324022,7651819-320474
12622,47865,8100209-1761,Shoes,Sneakers and Athletic Shoes,Flat,,Slip-On,Men,,Round Toe;Closed Toe,7696311-1001,7931252-14,7208295-20321,8020448-401
12623,47872,8100244-43,Shoes,Sneakers and Athletic Shoes,Flat,,Lace up,Women,,Capped Toe,7696311-1001,7965537-385250,8036504-394906,7887842-839
12624,47900,8101139-1802,Shoes,Sneakers and Athletic Shoes,Flat,EVA,Lace up,Men,Suede,Round Toe,7836531-307048,8080294-168,8073899-1001,7931252-14
12625,47902,8101144-3,Shoes,Sneakers and Athletic Shoes,Flat,EVA,Lace up,Men,Leather,Round Toe,8036504-394906,8013374-367321,7983893-358487,8080294-168
12626,47903,8101144-1802,Shoes,Sneakers and Athletic Shoes,Flat,EVA,Lace up,Men,Suede,Round Toe,7983893-358487,7978354-387488,8036504-394906,7983400-358201
12627,47904,8101153-3,Shoes,Sneakers and Athletic Shoes,1in - 1 3/4in,EVA,Lace up,Men,Leather,Round Toe,7696311-1001,7942182-6,7255074-385219,7208295-20321
12628,48030,8102751-91742,Shoes,Sneakers and Athletic Shoes,Flat,,Lace up,Men,Suede,Round Toe;Closed Toe,7931252-14,7887842-839,7965537-385250,7255074-385219
12629,48031,8102751-120965,Shoes,Sneakers and Athletic Shoes,Flat,,Lace up,Men,Suede,Round Toe;Closed Toe,7965537-385250,8036504-394906,7952003-274007,8017869-304771
12630,48057,8103019-326285,Shoes,Sneakers and Athletic Shoes,,EVA;Padded;Removable;Textile,Lace up,Women,Lace;Mesh;Rubber;Suede,Round Toe,8020448-401,7977827-324022,7208295-20321,8036504-394906
12631,48058,8103019-326286,Shoes,Sneakers and Athletic Shoes,,EVA;Padded;Removable;Textile,Lace up,Women,Lace;Mesh;Rubber;Suede,Round Toe,8036504-394906,7696311-1001,7226411-382556,7980919-357520
12632,48069,8103201-401,Shoes,Sneakers and Athletic Shoes,,,Lace up,Men,,Round Toe;Closed Toe,8080294-168,7208295-20321,7836531-307048,8020448-401
12633,48070,8103206-3,Shoes,Sneakers and Athletic Shoes,,,Slip-On,Men,,Round Toe;Closed Toe,7942182-6,7883995-338624,7535575-194935,7973126-151
12634,48122,8103832-3,Shoes,Sneakers and Athletic Shoes,Flat,EVA,Lace up,Men,Synthetic,Round Toe,7836531-307048,7931252-14,8080294-168,7630905-1567
12635,48123,8103832-2459,Shoes,Sneakers and Athletic Shoes,Flat,EVA,Lace up,Men,Synthetic,Round Toe,7836531-307048,7983893-358487,7887842-839,7732020-268420
12636,48124,8103834-399965,Shoes,Sneakers and Athletic Shoes,Flat,EVA,Lace up,Women,Synthetic,Round Toe,8021519-370485,8080294-168,8020448-401,7255074-385219
12637,48125,8103834-399966,Shoes,Sneakers and Athletic Shoes,Flat,EVA,Lace up,Women,Synthetic,Round Toe,8021519-370485,7793065-6553,7651819-320474,8081516-169337
12638,48142,8103923-388113,Shoes,Sneakers and Athletic Shoes,Flat,,Lace up,Women,Canvas,Round Toe;Closed Toe,7799169-383199,8058559-3,8021519-370485,8080294-168
12639,48143,8103923-388307,Shoes,Sneakers and Athletic Shoes,Flat,,Lace up,Women,Canvas,Round Toe;Closed Toe,7292926-183092,8013374-367321,8080294-168,7931252-14
12640,48144,8103923-388429,Shoes,Sneakers and Athletic Shoes,Flat,,Lace up,Women,Canvas,Round Toe;Closed Toe,7983893-358487,7931252-14,8073899-1001,7980919-357520
12641,48145,8103923-388706,Shoes,Sneakers and Athletic Shoes,Flat,,Lace up,Women,Canvas,Round Toe;Closed Toe,8080294-168,8036504-394906,7208295-20321,7931252-14
12642,48146,8103923-399989,Shoes,Sneakers and Athletic Shoes,Flat,,Lace up,Women,Canvas,Round Toe;Closed Toe,7255074-385219,8020448-401,7208295-20321,7887842-839
12643,48202,8105404-3005,Shoes,Sneakers and Athletic Shoes,,Padded;Textile,Lace up,Men;Women,Lace;Rubber,,8036504-394906,7931252-14,8020448-401,7208295-20321
12644,48203,8105404-352012,Shoes,Sneakers and Athletic Shoes,,Padded;Textile,Lace up,Men;Women,Lace;Rubber,,7428446-29602,7931252-14,7696311-1001,8036504-394906
12645,48204,8105404-352013,Shoes,Sneakers and Athletic Shoes,,Padded;Textile,Lace up,Men;Women,Lace;Rubber,,8080294-168,7931252-14,7977827-324022,7255074-385219
12646,48270,8106277-3,Shoes,Sneakers and Athletic Shoes,2in - 2 3/4in,Padded,Lace up,Women,Suede,Round Toe;Closed Toe,7836531-307048,8080294-168,7752720-732,7931252-14
12647,48271,8106277-14,Shoes,Sneakers and Athletic Shoes,2in - 2 3/4in,Padded,Lace up,Women,Suede,Round Toe;Closed Toe,7255074-385219,7226411-382555,8020448-401,7931252-14
12648,48316,8107489-3,Shoes,Sneakers and Athletic Shoes,Flat,Leather;Textile,Lace up,Men,Lace;Leather;Rubber,Capped Toe,7651819-320474,8019279-369576,8143761-3,7292926-183092
12649,48317,8107489-325,Shoes,Sneakers and Athletic Shoes,Flat,Leather;Textile,Lace up,Men,Lace;Leather;Rubber,Capped Toe,7226411-382555,7977827-324022,7696311-1001,8036504-394906
12650,48318,8107500-325,Shoes,Sneakers and Athletic Shoes,Flat,Leather,Lace up,Men,Lace;Leather;Rubber,Round Toe,7226411-382555,7696311-1001,8020448-401,7977827-324022
12651,48319,8107502-9,Shoes,Sneakers and Athletic Shoes,Flat,Leather;Textile,Lace up,Men,Lace;Leather;Rubber;Suede,Round Toe,7226411-382555,7255074-385219,8036504-394906,7208295-20321
12652,48320,8107504-4854,Shoes,Sneakers and Athletic Shoes,Flat,,Lace up,Men,Lace;Nylon;Rubber;Suede,Round Toe,8013374-367321,8080294-168,8019279-369576,7983893-358487
12653,48321,8107504-151906,Shoes,Sneakers and Athletic Shoes,Flat,,Lace up,Men,Lace;Nylon;Rubber;Suede,Round Toe,7836531-307048,8080294-168,8030006-373252,7965537-385250
12654,48322,8107504-184731,Shoes,Sneakers and Athletic Shoes,Flat,,Lace up,Men,Lace;Nylon;Rubber;Suede,Round Toe,7965537-385250,7226411-382555,8036504-394906,7887842-839
12655,48323,8107505-4854,Shoes,Sneakers and Athletic Shoes,Flat,,Slip-On,Men,Nylon;Rubber;Suede,Round Toe,7965537-385250,8080294-168,7931252-14,7999840-6
12656,48327,8107575-3,Shoes,Sneakers and Athletic Shoes,Flat,Leather;Padded;Textile,Slip-On,Men,Leather;Rubber;Suede,Round Toe,7696311-1001,7965537-385250,8036504-394906,7887842-839
12657,48328,8107576-275,Shoes,Sneakers and Athletic Shoes,Flat,Leather;Padded;Textile,,Men,Lace;Leather;Rubber;Suede,Round Toe,7226411-382555,8080294-168,7977827-324022,8020448-401
12658,48602,8112389-402844,Shoes,Sneakers and Athletic Shoes,Flat,,Lace up,Men,Mesh;Synthetic,,7836531-307048,8080294-168,7208295-20321,7696311-1001
